benchmark,trial_index,average_time,normalized_time,seed_time,proposal_kind,return_code,bw_scale,ipc_scale,mpki_scale,llc_mpki_scale,mem_bound_scale,queue_scale,dup_rate_scale,max_dup_scale,dtlb_mpki_scale,bias,score_margin,consecutive_votes_required,consecutive_votes_required_weak
bc_twitter,14,13.47995,0.9783066233,13.77886,global-random,0,6552.422722,0.7450653513,8.55038034,6.30373785,27.24970569,74.41582391,1.525524458,3.860435723,1.319495576,0.8671647065,0.980847723,3,4
bc_twitter,15,13.8057,1.001947912,13.77886,local-mutate,0,5089.339652,4.59844143,2.775223988,16.82792204,63.0503814,247.798537,1.16108055,7.764191372,6.978487482,-0.2688853191,0.5234348411,1,3
bc_twitter,16,12.98639,0.9424865337,13.77886,local-mutate,0,5585.372359,5.324974162,4.743888556,20,52.4678367,182.4176153,1.053260013,7.190331464,7.261831297,-0.2922312925,0.5405100236,2,3
bc_twitter,17,15.40379,1.117929205,13.77886,local-mutate,0,5786.488959,4.266004305,5.239071036,20,44.65138321,243.4801197,1.481925611,7.784399447,3.7296116,-0.3694636104,0.4973773925,3,4
bc_twitter,18,13.55166,0.9835109726,13.77886,local-mutate,0,4541.506069,4.941388614,4.479611552,20,40.20973337,160.8847579,0.9347864515,6.892437364,3.505451733,-0.29038701,0.5379874751,1,3
bc_twitter,19,14.94908,1.084928652,13.77886,local-mutate,0,5453.654533,5.444366102,4.423782952,16.05689972,48.51207589,205.8313512,0.5861202776,7.106337368,6.974434778,-0.3000149058,0.6219438478,1,3
bc_twitter,20,13.64813,0.9905122775,13.77886,local-mutate,0,6344.237789,6,4.648506933,20,57.07770484,190.4795904,0.8607911004,5.550046874,7.136937251,-0.3179757372,0.6263844453,1,3
bc_twitter,21,13.32928,0.9673717564,13.77886,local-mutate,1,6910.873126,4.317464306,6.014601811,15.86643368,58.98179963,217.3157937,0.5981688115,5.10981047,7.148992842,-0.3533043916,0.6006648756,1,4
bc_twitter,22,13.95532,1.012806575,13.77886,local-mutate,1,4821.361586,5.112592932,4.215647385,18.13405819,48.41656261,176.599565,1.017557891,6.255284337,4.876600535,-0.3622427609,0.4790547877,3,4
bc_twitter,23,12.46503,0.9046488606,13.77886,local-mutate,1,6182.684512,4.361820572,5.101506048,16.36213544,51.58055178,194.3280737,0.1087144816,7.524455139,5.310107568,-0.319503814,0.6059163143,3,4
bc_twitter,24,15.40352,1.117909609,13.77886,local-mutate,1,8000,4.958811554,5.069912386,14.45397354,54.74834356,256,0.1602014538,4.530734732,5.312720165,-0.3268990729,0.542150036,3,5
bc_twitter,25,13.57091,0.9849080403,13.77886,local-mutate,1,5306.146879,1.903367983,5.466958776,18.27380802,45.12930489,144.6900687,0.1563732534,6.701166042,7.210904832,-0.2831186386,0.5354773105,3,4
bc_twitter,26,13.18693,0.9570407131,13.77886,global-random,1,3557.459054,1.077019486,8.75397299,15.23112437,28.6520331,33.32373717,1.834080672,6.634833143,6.09064985,1.876243813,0.643957819,2,7
bc_twitter,27,12.72621,0.9236039847,13.77886,local-mutate,1,6091.295965,4.645104483,5.290440589,17.41706328,46.65897036,188.1314004,0.01336511372,8.709860466,3.93289622,-0.3029383277,0.528348685,2,3
bc_twitter,28,13.47445,0.9779074611,13.77886,local-mutate,1,4880.390737,3.450579838,4.968089015,20,35.40987173,216.0949406,0.104936771,5.674787775,6.020550769,-0.2708652612,0.7789652569,2,3
bc_twitter,29,13.09636,0.9504676004,13.77886,local-mutate,1,5355.293573,2.927495983,5.709099768,13.09635239,55.53116384,224.8091933,0.05732779286,8.855059945,5.840632398,-0.3686837725,0.460272234,2,4
bc_twitter,30,14.46872,1.050066551,13.77886,global-random,1,6132.253698,4.531000976,19.53440032,0.1161265683,29.75961712,72.05337537,1.707656903,5.034069568,1.960371112,0.4373580364,0.3838982187,5,7
bc_twitter,31,13.18564,0.9569470914,13.77886,rf-surrogate,1,6144.646418,4.481311626,6.332159536,13.75372219,50.39452358,182.3418974,0.08959067383,8.273184465,5.337466813,-0.291124798,0.6172937107,2,3
bc_twitter,32,15.86085,1.151100309,13.77886,rf-surrogate,1,4964.358937,4.5088456,5.726373299,16.68825464,60.88729094,85.89262345,0.08492509818,7.737429022,4.559163762,-0.2379672169,0.6604670013,2,4
bc_twitter,33,12.8437,0.9321308149,13.77886,rf-surrogate,1,6060.079806,4.758121632,5.085159192,19.30861147,44.50617269,157.1185117,0.1417961155,7.880269087,5.720555323,-0.3410035436,0.5459222178,3,4
bc_twitter,34,13.30714,0.9657649472,13.77886,rf-surrogate,1,7554.728612,3.805174461,5.557752174,18.90600438,45.97826175,178.8345902,0.145945648,9.112301692,6.097518032,-0.2871355832,0.5603886756,4,5
bc_twitter,35,12.38548,0.8988755238,13.77886,rf-surrogate,1,8000,4.291713227,4.769106209,17.974549,48.65582793,162.8353522,0.1283726651,9.175566183,5.137475577,-0.3316998787,0.6707768695,3,5
bc_twitter,36,13.94226,1.011858746,13.77886,rf-surrogate,1,8000,4.114737071,4.896040664,20,40.84296375,128.3695437,0.1243088692,10.07469849,5.779259616,-0.3314896717,0.8085396842,2,4
bc_twitter,37,12.37571,0.8981664666,13.77886,rf-surrogate,1,7841.853408,4.352197805,4.959004116,19.70329957,55.11963486,175.6346915,0.1658871942,10.65768824,5.305748002,-0.3538680534,0.6428869313,3,4
bc_twitter,38,14.05384,1.019956658,13.77886,rf-surrogate,1,8000,5.019658206,4.816962991,20,55.45522522,176.7649853,0.1138996847,10.00769012,5.122902488,-0.3895911275,0.8017135707,4,5
bc_twitter,39,12.24337,0.8885618984,13.77886,rf-surrogate,1,6883.198021,4.537113887,5.27808527,20,43.55607797,156.9955818,0.2622055825,8.376359506,5.316353716,-0.3736053818,0.7333798894,3,5
bc_twitter,40,13.88013,1.007349665,13.77886,rf-surrogate,1,7791.182698,5.151979956,5.719025425,19.84050026,43.0906722,142.8149273,0.1787004208,8.131621097,5.150888624,-0.3555880048,0.5384726119,3,6
bfs_twitter,1,2.15023,1,2.15023,seed,0,2800,1.4,2.5,2,30,48,0.14,2.5,1,0,0.2,2,3
bfs_twitter,2,2.12037,0.9861131135,2.15023,local-mutate,0,3464.486074,1.135113494,3.169658045,1.586643368,33.72454631,57.18284431,0.07950898409,1.776625492,0.9844614325,-2.089889094e-07,0.2222585519,1,3
bfs_twitter,3,2.18322,1.015342545,2.15023,local-mutate,0,2990.586661,0.944057494,2.680842863,1.271655273,30.33553829,44.93988129,0.05728329334,1.842251834,1.208836856,-2.719971424e-07,0.1990870615,2,3
bfs_twitter,4,2.09877,0.9760676765,2.15023,local-mutate,0,2426.228376,1.321420015,2.126391691,1.606100077,29.34947977,60.48013614,0.1058712704,1.912241789,1.235644923,-2.2520211e-07,0.2065130463,2,3
bfs_twitter,5,2.21729,1.031187361,2.15023,local-mutate,0,2202.897474,0.9621889984,1.89551536,1.185250278,22.10374681,54.64883568,0.07742099437,1.75103136,1.528277511,-3.337318376e-07,0.1454452991,2,3
bfs_twitter,6,2.24434,1.043767411,2.15023,global-random,0,7489.824989,4.010631521,16.87711254,10.4872483,23.36717535,250.7865681,1.232737118,13.29099065,4.480860631,0.4072573668,0.809379871,4,5
bfs_twitter,7,2.1049,0.9789185343,2.15023,local-mutate,0,2144.174393,1.301887617,2.03763153,1.809270701,27.35519449,65.5907838,0.05661658347,2.195178517,1.225307466,-1.317858622e-07,0.2377970689,3,4
bfs_twitter,8,2.1569,1.003101994,2.15023,global-random,0,3262.311458,0.4108315219,12.88800083,9.512887046,36.50080753,148.1351558,1.412802037,4.450363414,2.190073192,1.68810103,0.8293768129,2,3
bfs_twitter,9,2.24768,1.045320733,2.15023,local-mutate,0,2215.049555,1.38993239,1.854177264,2.046795368,35.06804048,75.51782777,0.07966321464,1.897433417,1.041344178,-3.579819542e-07,0.1757134491,3,4
bfs_twitter,10,2.17351,1.010826749,2.15023,global-random,0,4538.768007,3.915351306,5.298127661,17.50672306,47.36689695,200.5173705,1.328116206,7.670423822,8.493265259,-0.3243045941,0.7814917028,1,3
bfs_twitter,11,2.23068,1.037414602,2.15023,local-mutate,0,2907.498049,1.139489594,2.553097255,2.050065978,37.04006783,62.19322347,0.1040799204,1,1.433879553,-2.244669179e-07,0.1934669067,2,3
bfs_twitter,12,2.05845,0.9573161941,2.15023,local-mutate,0,3268.746255,1.509963118,2.361070827,1.982893383,38.42205562,65.87925427,0.069364947,1.589274051,0.8191504426,-7.296090543e-08,0.162313256,2,3
bfs_twitter,13,2.19937,1.022853369,2.15023,global-random,0,4862.124681,3.648749829,10.56985422,8.064775056,53.33216688,246.9125219,1.451568023,3.895434986,0.4776242559,-0.5630070114,0.4274272138,1,3
bfs_twitter,14,2.19339,1.020072271,2.15023,global-random,0,6552.422722,0.7450653513,8.55038034,6.30373785,27.24970569,74.41582391,1.525524458,3.860435723,1.319495576,0.8671647065,0.980847723,3,4
bfs_twitter,15,2.13128,0.9911869893,2.15023,local-mutate,0,2720.54008,1.551961004,1.113829943,1.668398763,39.06728143,74.74110204,0.09255596184,1.935618102,1.015267081,-5.096728019e-08,0.1383202447,1,3
bfs_twitter,16,2.09986,0.976574599,2.15023,local-mutate,0,2985.697635,1.79716375,1.903949066,2.642573332,32.5101244,55.02088014,0.08396100816,1.792554443,1.056489431,-1.35882704e-07,0.1428324461,3,4
bfs_twitter,17,2.19742,1.021946489,2.15023,local-mutate,0,3386.446399,1.209678952,2.607527061,2.238321066,32.69808776,87.93168734,0.09759574105,1.720580492,0.4207083403,-3.372458052e-07,0.1493606789,3,4
bfs_twitter,18,2.23898,1.041274654,2.15023,local-mutate,0,2657.840874,1.401192632,2.229538073,2.377575173,29.44547953,58.1027652,0.0615625884,1.523430722,0.3954226174,-6.664986823e-08,0.1615557436,1,3
bfs_twitter,19,2.23019,1.03718672,2.15023,local-mutate,0,3191.660588,1.543818198,2.201751738,1.591956011,35.52526262,74.33501363,0.03860034701,1.570708894,0.786731487,-9.959601766e-08,0.1867675466,1,3
bfs_twitter,20,2.20242,1.024271822,2.15023,local-mutate,0,3712.859623,1.912763699,2.313598639,2.225096291,41.79784965,68.79079822,0.0566894483,1.226723069,0.8050621212,-1.610570313e-07,0.1881010424,1,3
bfs_twitter,21,2.01635,0.9377368933,2.15023,local-mutate,1,4044.473528,1.22427108,2.993514857,1.573072317,43.19221314,78.48256542,0.03939383191,1.129417917,0.8064220181,-2.819498148e-07,0.1803775462,1,3
